kind	fq	name	receiver	params	return	raw
function	kotlin.collections.elementAtOrNull	elementAtOrNull	Iterable	Int	#A	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/elementAtOrNull(kotlin/Int): #A?
function	kotlin.collections.elementAtOrNull	elementAtOrNull	List	Int	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/elementAtOrNull(kotlin/Int): #A?
function	kotlin.collections.filter	filter	Iterable	Function1	List	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/filter(kotlin/Function1<#A, kotlin/Boolean>): kotlin.collections/List<#A>
function	kotlin.collections.filterIndexed	filterIndexed	Iterable	Function2	List	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/filterIndexed(kotlin/Function2<kotlin/Int, #A, kotlin/Boolean>): kotlin.collections/List<#A>
function	kotlin.collections.filterIndexedTo	filterIndexedTo	Iterable	|Function2	#B	final inline fun <#A: kotlin/Any?, #B: kotlin.collections/MutableCollection<in #A>> (kotlin.collections/Iterable<#A>).kotlin.collections/filterIndexedTo(#B, kotlin/Function2<kotlin/Int, #A, kotlin/Boolean>): #B
function	kotlin.collections.filterIsInstance	filterIsInstance	Iterable		List	final inline fun <#A: reified kotlin/Any?> (kotlin.collections/Iterable<*>).kotlin.collections/filterIsInstance(): kotlin.collections/List<#A>
function	kotlin.collections.filterIsInstanceTo	filterIsInstanceTo	Iterable		#B	final inline fun <#A: reified kotlin/Any?, #B: kotlin.collections/MutableCollection<in #A>> (kotlin.collections/Iterable<*>).kotlin.collections/filterIsInstanceTo(#B): #B
function	kotlin.collections.filterNot	filterNot	Iterable	Function1	List	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/filterNot(kotlin/Function1<#A, kotlin/Boolean>): kotlin.collections/List<#A>
function	kotlin.collections.filterNotNull	filterNotNull	Iterable		List	final fun <#A: kotlin/Any> (kotlin.collections/Iterable<#A?>).kotlin.collections/filterNotNull(): kotlin.collections/List<#A>
function	kotlin.collections.filterNotNullTo	filterNotNullTo	Iterable		#A	final fun <#A: kotlin.collections/MutableCollection<in #B>, #B: kotlin/Any> (kotlin.collections/Iterable<#B?>).kotlin.collections/filterNotNullTo(#A): #A
function	kotlin.collections.filterNotTo	filterNotTo	Iterable	|Function1	#B	final inline fun <#A: kotlin/Any?, #B: kotlin.collections/MutableCollection<in #A>> (kotlin.collections/Iterable<#A>).kotlin.collections/filterNotTo(#B, kotlin/Function1<#A, kotlin/Boolean>): #B
function	kotlin.collections.filterNotTo	filterNotTo	Map	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableMap<in #A, in #B>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/filterNotTo(#C, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, kotlin/Boolean>): #C
function	kotlin.collections.filterTo	filterTo	Iterable	|Function1	#B	final inline fun <#A: kotlin/Any?, #B: kotlin.collections/MutableCollection<in #A>> (kotlin.collections/Iterable<#A>).kotlin.collections/filterTo(#B, kotlin/Function1<#A, kotlin/Boolean>): #B
function	kotlin.collections.filterTo	filterTo	Map	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableMap<in #A, in #B>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/filterTo(#C, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, kotlin/Boolean>): #C
function	kotlin.collections.find	find	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/find(kotlin/Function1<#A, kotlin/Boolean>): #A?
function	kotlin.collections.findLast	findLast	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/findLast(kotlin/Function1<#A, kotlin/Boolean>): #A?
function	kotlin.collections.findLast	findLast	List	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/findLast(kotlin/Function1<#A, kotlin/Boolean>): #A?
function	kotlin.collections.first	first	Iterable		#A	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/first(): #A
function	kotlin.collections.first	first	List		#A	final fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/first(): #A
function	kotlin.collections.first	first	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/first(kotlin/Function1<#A, kotlin/Boolean>): #A
function	kotlin.collections.firstNotNullOf	firstNotNullOf	Iterable	Function1	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any> (kotlin.collections/Iterable<#A>).kotlin.collections/firstNotNullOf(kotlin/Function1<#A, #B?>): #B
function	kotlin.collections.firstNotNullOf	firstNotNullOf	Map	Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any> (kotlin.collections/Map<out #A, #B>).kotlin.collections/firstNotNullOf(kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C?>): #C
function	kotlin.collections.firstNotNullOfOrNull	firstNotNullOfOrNull	Iterable	Function1	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any> (kotlin.collections/Iterable<#A>).kotlin.collections/firstNotNullOfOrNull(kotlin/Function1<#A, #B?>): #B?
function	kotlin.collections.firstNotNullOfOrNull	firstNotNullOfOrNull	Map	Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any> (kotlin.collections/Map<out #A, #B>).kotlin.collections/firstNotNullOfOrNull(kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C?>): #C?
function	kotlin.collections.firstOrNull	firstOrNull	Iterable		#A	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/firstOrNull(): #A?
function	kotlin.collections.firstOrNull	firstOrNull	List		#A	final fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/firstOrNull(): #A?
function	kotlin.collections.firstOrNull	firstOrNull	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/firstOrNull(kotlin/Function1<#A, kotlin/Boolean>): #A?
function	kotlin.collections.flatMap	flatMap	Iterable	Function1	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMap(kotlin/Function1<#A, kotlin.collections/Iterable<#B>>): kotlin.collections/List<#B>
function	kotlin.collections.flatMap	flatMap	Iterable	Function1	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMap(kotlin/Function1<#A, kotlin.sequences/Sequence<#B>>): kotlin.collections/List<#B>
function	kotlin.collections.flatMapIndexed	flatMapIndexed	Iterable	Function2	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMapIndexed(kotlin/Function2<kotlin/Int, #A, kotlin.collections/Iterable<#B>>): kotlin.collections/List<#B>
function	kotlin.collections.flatMapIndexed	flatMapIndexed	Iterable	Function2	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMapIndexed(kotlin/Function2<kotlin/Int, #A, kotlin.sequences/Sequence<#B>>): kotlin.collections/List<#B>
function	kotlin.collections.flatMapIndexedTo	flatMapIndexedTo	Iterable	|Function2	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMapIndexedTo(#C, kotlin/Function2<kotlin/Int, #A, kotlin.collections/Iterable<#B>>): #C
function	kotlin.collections.flatMapIndexedTo	flatMapIndexedTo	Iterable	|Function2	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMapIndexedTo(#C, kotlin/Function2<kotlin/Int, #A, kotlin.sequences/Sequence<#B>>): #C
function	kotlin.collections.flatMapTo	flatMapTo	Iterable	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMapTo(#C, kotlin/Function1<#A, kotlin.collections/Iterable<#B>>): #C
function	kotlin.collections.flatMapTo	flatMapTo	Iterable	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/flatMapTo(#C, kotlin/Function1<#A, kotlin.sequences/Sequence<#B>>): #C
function	kotlin.collections.flatMapTo	flatMapTo	Map	|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableCollection<in #C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/flatMapTo(#D, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, kotlin.collections/Iterable<#C>>): #D
function	kotlin.collections.flatMapTo	flatMapTo	Map	|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableCollection<in #C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/flatMapTo(#D, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, kotlin.sequences/Sequence<#C>>): #D
function	kotlin.collections.flatten	flatten	Iterable		List	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<kotlin.collections/Iterable<#A>>).kotlin.collections/flatten(): kotlin.collections/List<#A>
function	kotlin.collections.fold	fold	Iterable	|Function2	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/fold(#B, kotlin/Function2<#B, #A, #B>): #B
function	kotlin.collections.foldIndexed	foldIndexed	Iterable	|Function3	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/foldIndexed(#B, kotlin/Function3<kotlin/Int, #B, #A, #B>): #B
function	kotlin.collections.foldRight	foldRight	List	|Function2	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/foldRight(#B, kotlin/Function2<#A, #B, #B>): #B
function	kotlin.collections.foldRightIndexed	foldRightIndexed	List	|Function3	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/foldRightIndexed(#B, kotlin/Function3<kotlin/Int, #A, #B, #B>): #B
function	kotlin.collections.foldTo	foldTo	Grouping	||Function2	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableMap<in #B, #C>> (kotlin.collections/Grouping<#A, #B>).kotlin.collections/foldTo(#D, #C, kotlin/Function2<#C, #A, #C>): #D
function	kotlin.collections.foldTo	foldTo	Grouping	|Function2|Function3	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableMap<in #B, #C>> (kotlin.collections/Grouping<#A, #B>).kotlin.collections/foldTo(#D, kotlin/Function2<#B, #A, #C>, kotlin/Function3<#B, #C, #A, #C>): #D
function	kotlin.collections.forEach	forEach	Iterable	Function1	Unit	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/forEach(kotlin/Function1<#A, kotlin/Unit>)
function	kotlin.collections.get	get	Map		#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<out #A, #B>).kotlin.collections/get(#A): #B?
function	kotlin.collections.getOrElse	getOrElse	Map	|Function0	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<#A, #B>).kotlin.collections/getOrElse(#A, kotlin/Function0<#B>): #B
function	kotlin.collections.getOrElse	getOrElse	List	Int|Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/getOrElse(kotlin/Int, kotlin/Function1<kotlin/Int, #A>): #A
function	kotlin.collections.getOrImplicitDefault	getOrImplicitDefault	Map		#B	final fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<#A, #B>).kotlin.collections/getOrImplicitDefault(#A): #B
function	kotlin.collections.getOrNull	getOrNull	List	Int	#A	final fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/getOrNull(kotlin/Int): #A?
function	kotlin.collections.getOrPut	getOrPut	MutableMap	|Function0	#B	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/MutableMap<#A, #B>).kotlin.collections/getOrPut(#A, kotlin/Function0<#B>): #B
function	kotlin.collections.getValue	getValue	Map		#B	final fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<#A, #B>).kotlin.collections/getValue(#A): #B
function	kotlin.collections.getValue	getValue	Map	Any|KProperty	#B	final inline fun <#A: kotlin/Any?, #B: #A> (kotlin.collections/Map<in kotlin/String, #A>).kotlin.collections/getValue(kotlin/Any?, kotlin.reflect/KProperty<*>): #B
function	kotlin.collections.getValue	getValue	MutableMap	Any|KProperty	#B	final inline fun <#A: kotlin/Any?, #B: #A> (kotlin.collections/MutableMap<in kotlin/String, out #A>).kotlin.collections/getValue(kotlin/Any?, kotlin.reflect/KProperty<*>): #B
function	kotlin.collections.groupBy	groupBy	Iterable	Function1	Map	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/groupBy(kotlin/Function1<#A, #B>): kotlin.collections/Map<#B, kotlin.collections/List<#A>>
function	kotlin.collections.groupBy	groupBy	Iterable	Function1|Function1	Map	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/groupBy(kotlin/Function1<#A, #B>, kotlin/Function1<#A, #C>): kotlin.collections/Map<#B, kotlin.collections/List<#C>>
function	kotlin.collections.groupByTo	groupByTo	Iterable	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableMap<in #B, kotlin.collections/MutableList<#A>>> (kotlin.collections/Iterable<#A>).kotlin.collections/groupByTo(#C, kotlin/Function1<#A, #B>): #C
function	kotlin.collections.groupByTo	groupByTo	Iterable	|Function1|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableMap<in #B, kotlin.collections/MutableList<#C>>> (kotlin.collections/Iterable<#A>).kotlin.collections/groupByTo(#D, kotlin/Function1<#A, #B>, kotlin/Function1<#A, #C>): #D
function	kotlin.collections.hashMapOf	hashMapOf			HashMap	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> kotlin.collections/hashMapOf(): kotlin.collections/HashMap<#A, #B>
function	kotlin.collections.hashMapOf	hashMapOf		Array	HashMap	final fun <#A: kotlin/Any?, #B: kotlin/Any?> kotlin.collections/hashMapOf(kotlin/Array<out kotlin/Pair<#A, #B>>...): kotlin.collections/HashMap<#A, #B>
function	kotlin.collections.hashSetOf	hashSetOf			HashSet	final inline fun <#A: kotlin/Any?> kotlin.collections/hashSetOf(): kotlin.collections/HashSet<#A>
function	kotlin.collections.hashSetOf	hashSetOf		Array	HashSet	final fun <#A: kotlin/Any?> kotlin.collections/hashSetOf(kotlin/Array<out #A>...): kotlin.collections/HashSet<#A>
function	kotlin.collections.ifEmpty	ifEmpty		Function0	#B	final inline fun <#A: #B & kotlin.collections/Collection<*>, #B: kotlin/Any?> (#A).kotlin.collections/ifEmpty(kotlin/Function0<#B>): #B
function	kotlin.collections.ifEmpty	ifEmpty		Function0	#B	final inline fun <#A: #B & kotlin.collections/Map<*, *>, #B: kotlin/Any?> (#A).kotlin.collections/ifEmpty(kotlin/Function0<#B>): #B
function	kotlin.collections.ifEmpty	ifEmpty		Function0	#B	final inline fun <#A: #B & kotlin/Array<*>, #B: kotlin/Any?> (#A).kotlin.collections/ifEmpty(kotlin/Function0<#B>): #B
function	kotlin.collections.indexOf	indexOf	Iterable		Int	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/indexOf(#A): kotlin/Int
function	kotlin.collections.indexOfFirst	indexOfFirst	Iterable	Function1	Int	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/indexOfFirst(kotlin/Function1<#A, kotlin/Boolean>): kotlin/Int
function	kotlin.collections.indexOfLast	indexOfLast	Iterable	Function1	Int	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/indexOfLast(kotlin/Function1<#A, kotlin/Boolean>): kotlin/Int
function	kotlin.collections.isNotEmpty	isNotEmpty	Map		Boolean	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<out #A, #B>).kotlin.collections/isNotEmpty(): kotlin/Boolean
function	kotlin.collections.isNullOrEmpty	isNullOrEmpty	Map		Boolean	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<out #A, #B>?).kotlin.collections/isNullOrEmpty(): kotlin/Boolean
function	kotlin.collections.isNullOrEmpty	isNullOrEmpty	Collection		Boolean	final inline fun <#A: kotlin/Any?> (kotlin.collections/Collection<#A>?).kotlin.collections/isNullOrEmpty(): kotlin/Boolean
function	kotlin.collections.iterator	iterator	Map		Iterator	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<out #A, #B>).kotlin.collections/iterator(): kotlin.collections/Iterator<kotlin.collections/Map.Entry<#A, #B>>
function	kotlin.collections.iterator	iterator	MutableMap		MutableIterator	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/MutableMap<#A, #B>).kotlin.collections/iterator(): kotlin.collections/MutableIterator<kotlin.collections/MutableMap.MutableEntry<#A, #B>>
function	kotlin.collections.iterator	iterator	Iterator		Iterator	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterator<#A>).kotlin.collections/iterator(): kotlin.collections/Iterator<#A>
function	kotlin.collections.joinTo	joinTo	Iterable	|CharSequence|CharSequence|CharSequence|Int|CharSequence|Function1	#B	final fun <#A: kotlin/Any?, #B: kotlin.text/Appendable> (kotlin.collections/Iterable<#A>).kotlin.collections/joinTo(#B, kotlin/CharSequence = ..., kotlin/CharSequence = ..., kotlin/CharSequence = ..., kotlin/Int = ..., kotlin/CharSequence = ..., kotlin/Function1<#A, kotlin/CharSequence>? = ...): #B
function	kotlin.collections.joinToString	joinToString	Iterable	CharSequence|CharSequence|CharSequence|Int|CharSequence|Function1	String	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/joinToString(kotlin/CharSequence = ..., kotlin/CharSequence = ..., kotlin/CharSequence = ..., kotlin/Int = ..., kotlin/CharSequence = ..., kotlin/Function1<#A, kotlin/CharSequence>? = ...): kotlin/String
function	kotlin.collections.last	last	Iterable		#A	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/last(): #A
function	kotlin.collections.last	last	List		#A	final fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/last(): #A
function	kotlin.collections.last	last	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/last(kotlin/Function1<#A, kotlin/Boolean>): #A
function	kotlin.collections.last	last	List	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/last(kotlin/Function1<#A, kotlin/Boolean>): #A
function	kotlin.collections.lastIndexOf	lastIndexOf	Iterable		Int	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/lastIndexOf(#A): kotlin/Int
function	kotlin.collections.lastOrNull	lastOrNull	Iterable		#A	final fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/lastOrNull(): #A?
function	kotlin.collections.lastOrNull	lastOrNull	List		#A	final fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/lastOrNull(): #A?
function	kotlin.collections.lastOrNull	lastOrNull	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/lastOrNull(kotlin/Function1<#A, kotlin/Boolean>): #A?
function	kotlin.collections.lastOrNull	lastOrNull	List	Function1	#A	final inline fun <#A: kotlin/Any?> (kotlin.collections/List<#A>).kotlin.collections/lastOrNull(kotlin/Function1<#A, kotlin/Boolean>): #A?
function	kotlin.collections.linkedMapOf	linkedMapOf			HashMap	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> kotlin.collections/linkedMapOf(): kotlin.collections/HashMap<#A, #B>
function	kotlin.collections.linkedMapOf	linkedMapOf		Array	HashMap	final fun <#A: kotlin/Any?, #B: kotlin/Any?> kotlin.collections/linkedMapOf(kotlin/Array<out kotlin/Pair<#A, #B>>...): kotlin.collections/HashMap<#A, #B>
function	kotlin.collections.linkedSetOf	linkedSetOf			HashSet	final inline fun <#A: kotlin/Any?> kotlin.collections/linkedSetOf(): kotlin.collections/HashSet<#A>
function	kotlin.collections.linkedSetOf	linkedSetOf		Array	HashSet	final fun <#A: kotlin/Any?> kotlin.collections/linkedSetOf(kotlin/Array<out #A>...): kotlin.collections/HashSet<#A>
function	kotlin.collections.listOf	listOf			List	final fun <#A: kotlin/Any?> kotlin.collections/listOf(#A): kotlin.collections/List<#A>
function	kotlin.collections.listOfNotNull	listOfNotNull			List	final fun <#A: kotlin/Any> kotlin.collections/listOfNotNull(#A?): kotlin.collections/List<#A>
function	kotlin.collections.map	map	Iterable	Function1	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/map(kotlin/Function1<#A, #B>): kotlin.collections/List<#B>
function	kotlin.collections.mapCapacity	mapCapacity		Int	Int	final fun kotlin.collections/mapCapacity(kotlin/Int): kotlin/Int
function	kotlin.collections.mapIndexed	mapIndexed	Iterable	Function2	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Iterable<#A>).kotlin.collections/mapIndexed(kotlin/Function2<kotlin/Int, #A, #B>): kotlin.collections/List<#B>
function	kotlin.collections.mapIndexedNotNull	mapIndexedNotNull	Iterable	Function2	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any> (kotlin.collections/Iterable<#A>).kotlin.collections/mapIndexedNotNull(kotlin/Function2<kotlin/Int, #A, #B?>): kotlin.collections/List<#B>
function	kotlin.collections.mapIndexedNotNullTo	mapIndexedNotNullTo	Iterable	|Function2	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/mapIndexedNotNullTo(#C, kotlin/Function2<kotlin/Int, #A, #B?>): #C
function	kotlin.collections.mapIndexedTo	mapIndexedTo	Iterable	|Function2	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/mapIndexedTo(#C, kotlin/Function2<kotlin/Int, #A, #B>): #C
function	kotlin.collections.mapKeysTo	mapKeysTo	Map	|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableMap<in #C, in #B>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/mapKeysTo(#D, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C>): #D
function	kotlin.collections.mapNotNull	mapNotNull	Iterable	Function1	List	final inline fun <#A: kotlin/Any?, #B: kotlin/Any> (kotlin.collections/Iterable<#A>).kotlin.collections/mapNotNull(kotlin/Function1<#A, #B?>): kotlin.collections/List<#B>
function	kotlin.collections.mapNotNullTo	mapNotNullTo	Iterable	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/mapNotNullTo(#C, kotlin/Function1<#A, #B?>): #C
function	kotlin.collections.mapNotNullTo	mapNotNullTo	Map	|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any, #D: kotlin.collections/MutableCollection<in #C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/mapNotNullTo(#D, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C?>): #D
function	kotlin.collections.mapOf	mapOf		Pair	Map	final fun <#A: kotlin/Any?, #B: kotlin/Any?> kotlin.collections/mapOf(kotlin/Pair<#A, #B>): kotlin.collections/Map<#A, #B>
function	kotlin.collections.mapTo	mapTo	Iterable	|Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin.collections/MutableCollection<in #B>> (kotlin.collections/Iterable<#A>).kotlin.collections/mapTo(#C, kotlin/Function1<#A, #B>): #C
function	kotlin.collections.mapTo	mapTo	Map	|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableCollection<in #C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/mapTo(#D, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C>): #D
function	kotlin.collections.mapValuesTo	mapValuesTo	Map	|Function1	#D	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Any?, #D: kotlin.collections/MutableMap<in #A, in #C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/mapValuesTo(#D, kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C>): #D
function	kotlin.collections.max	max	Iterable		Double	final fun (kotlin.collections/Iterable<kotlin/Double>).kotlin.collections/max(): kotlin/Double
function	kotlin.collections.max	max	Iterable		Float	final fun (kotlin.collections/Iterable<kotlin/Float>).kotlin.collections/max(): kotlin/Float
function	kotlin.collections.max	max	Iterable		#A	final fun <#A: kotlin/Comparable<#A>> (kotlin.collections/Iterable<#A>).kotlin.collections/max(): #A
function	kotlin.collections.maxBy	maxBy	Map	Function1	Entry	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Comparable<#C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/maxBy(kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C>): kotlin.collections/Map.Entry<#A, #B>
function	kotlin.collections.maxBy	maxBy	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?, #B: kotlin/Comparable<#B>> (kotlin.collections/Iterable<#A>).kotlin.collections/maxBy(kotlin/Function1<#A, #B>): #A
function	kotlin.collections.maxByOrNull	maxByOrNull	Iterable	Function1	#A	final inline fun <#A: kotlin/Any?, #B: kotlin/Comparable<#B>> (kotlin.collections/Iterable<#A>).kotlin.collections/maxByOrNull(kotlin/Function1<#A, #B>): #A?
function	kotlin.collections.maxOf	maxOf	Map	Function1	#C	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?, #C: kotlin/Comparable<#C>> (kotlin.collections/Map<out #A, #B>).kotlin.collections/maxOf(kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, #C>): #C
function	kotlin.collections.maxOf	maxOf	Map	Function1	Double	final inline fun <#A: kotlin/Any?, #B: kotlin/Any?> (kotlin.collections/Map<out #A, #B>).kotlin.collections/maxOf(kotlin/Function1<kotlin.collections/Map.Entry<#A, #B>, kotlin/Double>): kotlin/Double
